Role,Title,Company,Location,Salary,Description,Salary_Min,Salary_Max,Average_Salary
Post Silicon Validation,"ASIC Engineer, Infra Silicon Lifecycle",Meta,"Tarrytown, Travis County",126730.84 - 126730.84,Summary: Meta is hiring ASIC Engineers within the Infrastructure organization. We are looking for individuals with experience in the entire Silicon Li...,126730.84,126730.84,126730.84
Post Silicon Validation,Sr. Principal Design verification engineer,"Cadence Design Systems, Inc.","Tarrytown, Travis County",132093.28 - 132093.28,"At Cadence, we hire and develop leaders and innovators who want to make an impact on the world of technology. Job Responsibilities Become a PoC for as...",132093.28,132093.28,132093.28
Post Silicon Validation,"Sr Staff Engineer, RTL Design, IO Subsystem",Tenstorrent,"Boston, Suffolk County",Not listed,"Tenstorrent is leading the industry on cutting-edge AI technology, revolutionizing performance expectations, ease of use, and cost efficiency. With AI...",,,
Post Silicon Validation,SoC Silicon Debug Engineering Program Manager,Apple,"Beaverton, Washington County",153797.16 - 153797.16,"Do you want to use your engineering background to make a huge impact? Can you influence, connect, get results, and communicate optimally? Come to Appl...",153797.16,153797.16,153797.16
Post Silicon Validation,SoC Architect,Meta,"Tarrytown, Travis County",111901.98 - 111901.98,Summary: Meta is seeking a SoC Architect to join its silicon team within the Infrastructure organization which is responsible for designing and operat...,111901.98,111901.98,111901.98
Post Silicon Validation,"ASIC Engineer, Networking Architecture",Meta,"Tarrytown, Travis County",116994.01 - 116994.01,"Summary: As an Networking ASIC Engineer on the Infrastructure silicon team at Meta, you will be a key player in defining the networking architecture f...",116994.01,116994.01,116994.01
Post Silicon Validation,CPU Micro Architect / Logic Designer,Ventana Micro Systems,"Cupertino, Santa Clara County",Not listed,Description Ventana Micro Systems is at the forefront of the two hottest trends that are revolutionizing the semiconductor industry: RISC-V and Chiple...,,,
Post Silicon Validation,FPGA IP Software Development Engineer,Altera Corporation,US,Not listed,Job Details: Job Description: Join Altera IP solutions team and work on cutting edge FPGA RTL and IP design Altera's IP Solutions Engineering (IPSE) t...,,,
Post Silicon Validation,Principal Analog Design Engineer – RF and Optical Systems,NASC GLOBAL,"Westlake Village, Ventura County",207406.4 - 207406.4,"NASC GLOBAL, a leading HR Consulting and Management firm, is excited to support the search for an experienced professional for our valued client. This...",207406.4,207406.4,207406.4
Post Silicon Validation,SoC Design Verification Lead,Intel,"Boxborough, Middlesex County",180200.56 - 180200.56,"Job Description Your responsibilities may include, but are not limited to: - Performs functional logic verification of an integrated SoC to ensure des...",180200.56,180200.56,180200.56
Post Silicon Validation,SoC Design Verification Lead,Intel,US,Not listed,"Job Details: Job Description: Your responsibilities may include, but are not limited to: Performs functional logic verification of an integrated SoC t...",,,
Post Silicon Validation,Senior IP Application Engineer,SJ Alphawave Semi,"San Jose, Santa Clara County",Not listed,The Opportunity We're looking for the Wavemakers of tomorrow. Alphawave Semi enables tomorrow’s future by accelerating the critical data communication...,,,
Post Silicon Validation,"ASIC Verification Engineer, Blink/Ring ASIC Team",Amazon,"North Reading, Middlesex County",127150.06 - 127150.06,Description Join the team which delivers highly differentiated silicon into Blink and Ring battery powered devices. Our verification team works on sta...,127150.06,127150.06,127150.06
Post Silicon Validation,"ASIC Verification Engineer, Blink/Ring ASIC Team",Amazon,"North Reading, Middlesex County",126050.77 - 126050.77,Description Join the team which delivers highly differentiated silicon into Blink and Ring battery powered devices. Our verification team works on sta...,126050.77,126050.77,126050.77
Post Silicon Validation,PCB Hardware Validation Engineer,Etched,"Cupertino, Santa Clara County",97527 - 97527,"About Etched Etched is building AI chips that are hard-coded for individual model architectures. Our first product (Sohu) only supports transformers, ...",97527,97527,97527
Post Silicon Validation,"Advanced Micro Devices, Inc is hiring: Hardware Design Researcher in San Jose","Advanced Micro Devices, Inc","San Jose, Santa Clara County",97899.28 - 97899.28,"Overview: WHAT YOU DO AT AMD CHANGES EVERYTHING We care deeply about transforming lives with AMD technology to enrich our industry, our communities, a...",97899.28,97899.28,97899.28
Post Silicon Validation,Wireless Firmware Test Engineer,Apple,"Sunnyvale, Santa Clara County",Not listed,The Wireless Connectivity Silicon team is looking for wireless FW test engineers to help ensure the quality of the innovative wireless silicon for app...,,,
Post Silicon Validation,Emulation and Silicon Validation Engineer,Broadcom,"San Jose, Santa Clara County",Not listed,"Please Note: 1. If you are a first time user, please create your candidate login account before you apply for a job. (Click Sign In > Create Account) ...",,,
Post Silicon Validation,TPU Silicon Validation Engineer,Google,"Sunnyvale, Santa Clara County",Not listed,"Minimum qualifications: Bachelor's degree in Electrical Engineering, Computer Engineering, Computer Science, a related field, or equivalent practical ...",,,
Post Silicon Validation,"SoC & Digital Design SoC Design Verification Lead, Chiplets Toronto, Ontario, Ca",Tenstorrent,"Boston, Suffolk County",108735.75 - 108735.75,"Tenstorrent is a leader in AI and high-performance computing, building cutting-edge chiplet and SoC solutions that drive the next generation of intell...",108735.75,108735.75,108735.75
Post Silicon Validation,Wireless Firmware Test Engineer,Apple,"San Diego, San Diego County",Not listed,The Wireless Connectivity Silicon team is looking for wireless FW test engineers to help ensure the quality of the innovative wireless silicon for app...,,,
Post Silicon Validation,Hardware Technology Internships,Apple,US,109055.81 - 109055.81,"Imagine what you could do here. At Apple, new ideas have a way of becoming extraordinary products, services, and customer experiences very quickly. Br...",109055.81,109055.81,109055.81
Post Silicon Validation,"Sr. Engineer, Analog/Mixed-signal Design",Ayar Labs,"San Jose, Santa Clara County",Not listed,"Sr. Engineer, Analog/Mixed Signal Design Location: San Jose As an Analog and Mixed Signal Design Engineer, you will design various blocks such as osci...",,,
Post Silicon Validation,"ASIC Verification Engineer, Blink/Ring ASIC Team",AMAZON,"Hawthorne, Los Angeles County",116310.95 - 116310.95,Description Join the team which delivers highly differentiated silicon into Blink and Ring battery powered devices. Our verification team works on sta...,116310.95,116310.95,116310.95
Post Silicon Validation,"ASIC Verification Engineer, Blink/Ring ASIC Team",AMAZON,"Hawthorne, Los Angeles County",115305.59 - 115305.59,Description Join the team which delivers highly differentiated silicon into Blink and Ring battery powered devices. Our verification team works on sta...,115305.59,115305.59,115305.59
Post Silicon Validation,"ASIC Verification Engineer, Blink/Ring ASIC Team",AMAZON,"Sunnyvale, Santa Clara County",120310.04 - 120310.04,Description Join the team which delivers highly differentiated silicon into Blink and Ring battery powered devices. Our verification team works on sta...,120310.04,120310.04,120310.04
Post Silicon Validation,"ASIC Verification Engineer, Blink/Ring ASIC Team",AMAZON,"Sunnyvale, Santa Clara County",121359.49 - 121359.49,Description Join the team which delivers highly differentiated silicon into Blink and Ring battery powered devices. Our verification team works on sta...,121359.49,121359.49,121359.49
Post Silicon Validation,"ASIC Verification Engineer, RBKS ASIC Team",Amazon,"Tarrytown, Travis County",121941.66 - 121941.66,Description Join the team which delivers highly differentiated silicon into Blink and Ring battery powered devices. Our verification team works on sta...,121941.66,121941.66,121941.66
Post Silicon Validation,"ASIC Verification Engineer, Blink/Ring ASIC Team",Amazon,"Tarrytown, Travis County",123004.99 - 123004.99,Description Join the team which delivers highly differentiated silicon into Blink and Ring battery powered devices. Our verification team works on sta...,123004.99,123004.99,123004.99
Post Silicon Validation,Staff Photonic Hardware Validation Engineer (Bay Area),Lightmatter,"Mountain View, Santa Clara County",132360.23 - 132360.23,"Lightmatter is leading the revolution in AI data center infrastructure, enabling the next giant leaps in human progress. The company invented the worl...",132360.23,132360.23,132360.23
Post Silicon Validation,Staff Emulation and Silicon Validation Engineer,CyberCoders,"San Jose, Santa Clara County",Not listed,"Staff Emulation and Silicon Validation Engineer Staff Emulation and Silicon Validation Engineer Location: San Jose, CA (onsite) Compensation: Total pa...",,,
Post Silicon Validation,Power and Performance Lead-Client Silicon,Intel,"Folsom, Sacramento County",130048.59 - 130048.59,"Job Description About the Role: We are seeking a highly skilled SoC Power and Performance Engineer to join our team. In this role, you will have oppor...",130048.59,130048.59,130048.59
Post Silicon Validation,ASIC Design Engineer,"Cornelis Networks, Inc.","Chesterbrook, Delaware County",119290.02 - 119290.02,Cornelis Networks delivers the world’s highest performance scale-out networking solutions for AI and HPC datacenters. Our differentiated architecture ...,119290.02,119290.02,119290.02
Post Silicon Validation,Principal Design Engineer,Lattice Semiconductor Corp.,US,168647.88 - 168647.88,"There is energy here…energy you can feel crackling at any of our international locations. It’s an energy generated by enthusiasm for our work, for our...",168647.88,168647.88,168647.88
Post Silicon Validation,Mixed-Signal IP Firmware Engineer,Apple,"Cary, Wake County",114657.09 - 114657.09,"At Apple, we work every single day to craft products that enrich people’s lives. Do you love working on challenges that no one has solved yet? Do you ...",114657.09,114657.09,114657.09
Post Silicon Validation,Mixed-Signal IP Firmware Engineer,Apple,"Cary, Wake County",112750.28 - 112750.28,"At Apple, we work every single day to craft products that enrich people’s lives. Do you love working on challenges that no one has solved yet? Do you ...",112750.28,112750.28,112750.28
Post Silicon Validation,Senior Principal Analog Circuit Designer,Astera Labs,"Santa Clara, Santa Clara County",166543.88 - 166543.88,Astera Labs is a global leader in purpose-built connectivity solutions that unlock the full potential of AI and cloud infrastructure. Our Intelligent ...,166543.88,166543.88,166543.88
Post Silicon Validation,"Senior Principal Analog Circuit Designer Santa Clara, CA or Irvine, CA",Tbwa Chiat/Day Inc,"Santa Clara, Santa Clara County",144748.55 - 144748.55,"Senior Principal Analog Circuit Designer Santa Clara, CA or Irvine, CA Astera Labs is a global leader in purpose-built connectivity solutions that unl...",144748.55,144748.55,144748.55
